ID;Photo;Name;Reference;Category;Base price;Final price;Quantity;Status;	
626;http://172.16.220.164/bookstore/img/p/0.jpg;MATEMATICA APLICADA NO. 3;9789945121247;Grade-0;1500.000000;1687.5;10;1;	
839;http://172.16.220.164/bookstore/img/p/0.jpg;TIERRA FELIZ;7467634945955;Grade-0;1500.000000;1687.5;10;1;	
2247;http://172.16.220.164/bookstore/img/p/0.jpg;ORTOGRAFIA 4 SERIE INNOVA;9789945117417;Grade-4;490.000000;429.98;0;1;	
2433;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION COMERCIAL SERIE CORAL;9789945115970;Grade-12;735.000000;644.96;0;1;	
408;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION CIVICA NO. 3 (SERIE QUISQUEYA);9789945121858;Grade-0;1500.000000;1687.5;10;1;	
288;http://172.16.220.164/bookstore/img/p/0.jpg;ATLAS GEOGRAFICO ESTUDIANTIL;7467634946419;Grade-0;1500.000000;1687.5;10;1;	
535;http://172.16.220.164/bookstore/img/p/0.jpg;GEOGRAFIA E HISTORIA DOMINICANA NO. 3;9789945120608;Grade-0;1500.000000;1687.5;10;1;	
717;http://172.16.220.164/bookstore/img/p/0.jpg;MUJERCITAS;7467634945610;Grade-0;1500.000000;1687.5;10;1;	
352;http://172.16.220.164/bookstore/img/p/0.jpg;CONVIVIR NO. 4;7467634944194;Grade-0;1500.000000;1687.5;10;1;	
2215;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE ENTRE AMIGOS 3 - 3ER. TRIMESTRE (SCRIPT);9789945190458;Grade-3;520.000000;456.3;0;1;	
2340;http://172.16.220.164/bookstore/img/p/0.jpg;SANTILLANA INTEGRAL 2;9788482618982;Grade-2;985.000000;864.34;0;1;	
2343;http://172.16.220.164/bookstore/img/p/0.jpg;CALIGRAFIA ORTOGRAFIA 1 INTEGRAL;9788482619170;Grade-1;275.000000;241.31;0;1;	
478;http://172.16.220.164/bookstore/img/p/0.jpg;ESTUDIOS SOCIALES NO. 4 (SERIE QUISQUEYA);9789945122954;Grade-0;1500.000000;1687.5;10;1;	
323;http://172.16.220.164/bookstore/img/p/0.jpg;CALIGRAFIA  ORTOGRAFIA Y REDACCION NO. 7;9789945122886;Grade-0;1500.000000;1687.5;10;1;	
635;http://172.16.220.164/bookstore/img/p/0.jpg;MATEMATICA APLICADA NO. 6;9789945121278;Grade-0;1500.000000;1687.5;10;1;	
2186;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE LISA TOMAS Y SUS AMIGOS 3 - 1ER. TRIMESTRE;9789945117592;Grade-3;500.000000;438.75;10;1;	
2250;http://172.16.220.164/bookstore/img/p/0.jpg;ORTOGRAFIA 7 SERIE INNOVA;9789945117448;Grade-7;490.000000;429.98;0;1;	
2311;http://172.16.220.164/bookstore/img/p/0.jpg;ACTIVACION DEL PENSAMIENTO 3;9789945110999;Grade-3;545.000000;478.24;0;1;	
2436;http://172.16.220.164/bookstore/img/p/0.jpg;KIT INFORMATICA 2 MEDIA SERIE CORAL;9789945115475;Grade-10;680.000000;596.7;0;1;	
414;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION PARA LA CIUDADANIA NO. 2;9789945121315;Grade-0;1500.000000;1687.5;10;1;	
291;http://172.16.220.164/bookstore/img/p/0.jpg;BIOLOGIA NO. 2 (SERIE QUISQUEYA);9789945121889;Grade-0;1500.000000;1687.5;10;1;	
543;http://172.16.220.164/bookstore/img/p/0.jpg;GRANDES POETAS CLASICOS HISPANOAMERICANOS;9789945122015;Grade-0;1500.000000;1687.5;10;1;	
728;http://172.16.220.164/bookstore/img/p/0.jpg;NUEVA ANTOLOGIA DE CUENTOS CARIBENOS;9789945121988;Grade-0;1500.000000;1687.5;10;1;	
357;http://172.16.220.164/bookstore/img/p/0.jpg;CREO NO. 01;7467634946860;Grade-0;1500.000000;1687.5;10;1;	
2218;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE ENTRE AMIGOS 4 - 3RO. TRIMESTRE (SCRIPT);9789945190489;Grade-5;520.000000;456.3;0;1;	
2346;http://172.16.220.164/bookstore/img/p/0.jpg;CALIGRAFIA ORTOGRAFIA 4 INTEGRAL;9788482619200;Grade-4;275.000000;241.31;0;1;	
2407;http://172.16.220.164/bookstore/img/p/0.jpg;QUIMICA 2 (3ER BACH)  SERIE INNOVA;9789945118537;Grade-12;940.000000;824.85;0;1;	
484;http://172.16.220.164/bookstore/img/p/0.jpg;ESTUDIOS SOCIALES NO. 7 (SERIE QUISQUEYA);9789945122978;Grade-0;1500.000000;1687.5;10;1;	
326;http://172.16.220.164/bookstore/img/p/0.jpg;CARLITOS EMPIEZA A LEER;9789945121070;Grade-0;1500.000000;1687.5;10;1;	
643;http://172.16.220.164/bookstore/img/p/0.jpg;MATEMATICA NO. 1 (PENA GERALDINO);9789945122039;Grade-0;1500.000000;1687.5;10;1;	
2189;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE LISA  TOMAS Y SUS AMIGOS 4 - 1ER TRIMESTRE;9789945117622;Grade-4;500.000000;438.75;10;1;	
2253;http://172.16.220.164/bookstore/img/p/0.jpg;CALIGRAFIA 2 SERIE INNOVA;9789945117479;Grade-2;490.000000;429.98;0;1;	
2314;http://172.16.220.164/bookstore/img/p/0.jpg;ACTIVACION DEL PENSAMIENTO 6;9789945111026;Grade-6;545.000000;478.24;0;1;	
2439;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION SEXUAL 1RO. BACH.  (SERIE CORAL);9789945115703;Grade-9;680.000000;596.7;0;1;	
420;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION PARA LA CIUDADANIA NO. 5;9789945121346;Grade-0;1500.000000;1687.5;10;1;	
294;http://172.16.220.164/bookstore/img/p/0.jpg;BLOCK INTEGRAL MULTIUSO MARILU;9789945121797;Grade-0;1500.000000;1687.5;10;1;	 
552;http://172.16.220.164/bookstore/img/p/0.jpg;JUAN PABLO DUARTE EL PADRE DE LA PATRIA;7467634947331;Grade-0;1500.000000;1687.5;10;1;	
739;http://172.16.220.164/bookstore/img/p/0.jpg;NUEVA AVENTURA NO. 03;9789945121599;Grade-0;1500.000000;1687.5;10;1;	
363;http://172.16.220.164/bookstore/img/p/0.jpg;CUENTOS DE AMERICA;7467634945504;Grade-0;1500.000000;1687.5;10;1;	
2221;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE ENTRE AMIGOS 5 - 3RO. TRIMESTRE (SCRIPT);9789945190519;Grade-5;520.000000;456.3;0;1;	
2349;http://172.16.220.164/bookstore/img/p/0.jpg;CALIGRAFIA ORTOGRAFIA 7 INTEGRAL;9788482619231;Grade-7;275.000000;241.31;0;1;	
489;http://172.16.220.164/bookstore/img/p/0.jpg;FABULAS DE ESOPO;9789945122718;Grade-0;1500.000000;1687.5;10;1;	
329;http://172.16.220.164/bookstore/img/p/0.jpg;CIENCIAS NATURALES NO. 2 SERIE QUISQUEYA;9789945122206;Grade-0;1500.000000;1687.5;10;1;	
654;http://172.16.220.164/bookstore/img/p/0.jpg;MATEMATICA NO. 4 (PENA GERALDINO);9789945122060;Grade-0;1500.000000;1687.5;10;1;	
2192;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE LISA TOMAS Y SUS AMIGOS 5 - 1ER. TRIMESTRE;9789945117653;Grade-5;500.000000;438.75;10;1;	
2317;http://172.16.220.164/bookstore/img/p/0.jpg;KIT INFORMATICA 3 TODOS JUNTOS;9789945118674;Grade-3;605.000000;530.89;0;1;	
2378;http://172.16.220.164/bookstore/img/p/0.jpg;CUAD. DE MATEMATICAS 3 (3ER. BACH.) SERIE CORAL;9789945114416;Grade-11;395.000000;346.61;0;1;	
2442;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION SEXUAL 4TO.  BACH. (SERIE CORAL);9789945115734;Grade-12;680.000000;596.7;0;1;	
426;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION PARA LA CIUDADANIA NO. 8;9789945121377;Grade-0;1500.000000;1687.5;10;1;	
297;http://172.16.220.164/bookstore/img/p/0.jpg;BUSCANDO A JESUS NO. 3;9789945122183;Grade-0;1500.000000;1687.5;10;1;	
561;http://172.16.220.164/bookstore/img/p/0.jpg;LA SANGRE UNA VIDA BAJO LA TIRANIA;9789945121681;Grade-0;1500.000000;1687.5;10;1;	
751;http://172.16.220.164/bookstore/img/p/0.jpg;PLAN DE VIDA Y OTROS TEXTOS INOLVIDABLES;7467634945603;Grade-0;1500.000000;1687.5;10;1;	
369;http://172.16.220.164/bookstore/img/p/0.jpg;DICCIONARIO BILINGUE MINI (ESPANOL-FRANCES) SUSAETA;9789945122398;Grade-0;1500.000000;1687.5;10;1;	
2224;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE GUPI 3 - 3ER. TRIMESTRE;9789945113075;Grade-3;415.000000;364.16;0;1;	
2227;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE GUPI 4 - 3ER. TRIMESTRE;9789945113105;Grade-5;415.000000;364.16;0;1;	
2288;http://172.16.220.164/bookstore/img/p/0.jpg;EDUCACION AFECTIVA Y SEXUAL 2 TODOS JUNTOS;9789945118681;Grade-2;590.000000;517.73;0;1;	
2352;http://172.16.220.164/bookstore/img/p/0.jpg;LENGUA Y LITERATURA 2 (2DO BACH) SERIE INNOVA;9789945118322;Grade-10;1.100000;0.97;0;1;	
2413;http://172.16.220.164/bookstore/img/p/0.jpg;FISICA 2 ( 4TO. BACH. )  SERIE INNOVA;9789945118483;Grade-10;940.000000;824.85;0;1;	
268;http://172.16.220.164/bookstore/img/p/0.jpg;AGENDA  DEL ESTUDIANTE DOMINICANO;7467634942053;Grade-0;1500.000000;1687.5;10;1;	
495;http://172.16.220.164/bookstore/img/p/0.jpg;FIREFLIES NO. 1 (CUADERNO);9786074261370;Grade-0;1500.000000;1687.5;10;1;	
332;http://172.16.220.164/bookstore/img/p/0.jpg;CIENCIAS NATURALES NO. 5 SERIE QUISQUEYA;9789945122312;Grade-0;1500.000000;1687.5;10;1;	
663;http://172.16.220.164/bookstore/img/p/0.jpg;MI CALIGRAFIA NACHO NO. 2;9789945122749;Grade-0;1500.000000;1687.5;10;1;	
2195;http://172.16.220.164/bookstore/img/p/0.jpg;CUADERNO DE LISA TOMAS Y SUS AMIGOS 3 - 1ER. TRIMESTRE (SCRIPT);9789945117684;Grade-3;520.000000;456.3;10;1;	
2256;http://172.16.220.164/bookstore/img/p/0.jpg;CALIGRAFIA 5 SERIE INNOVA;9789945117509;Grade-5;490.000000;429.98;0;1;	
2320;http://172.16.220.164/bookstore/img/p/0.jpg;KIT  INFORMATICA 3 SERIE CORAL & CD;9789945115406;Grade-3;605.000000;530.89;0;1;	
2381;http://172.16.220.164/bookstore/img/p/0.jpg;SOCIEDAD 2 (2DO BACH)  SERIE INNOVA;9789945118407;Grade-10;1.100000;0.97;0;1;	
