id;Active (0/1);Name*;Categories (x,y,z,...);Price tax excluded;Wholesale price;EAN13;Weight;Quantity;Short description;Description;Available for order (0 = No, 1 = Yes);Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z,...);ID / Name of shop
;1;Clojure Programming;;44.99;44.99;9781449394707;211;10;<div><p>Clojure is a practical, general-purpose language that offers expressivity rivaling other dyn...;<div><p>Clojure is a practical, general-purpose language that offers expressivity rivaling other dyn...;1;;1;http://ecx.images-amazon.com/images/I/418TTIe6BsL.jpg;Fedena School
